guest_id,age,family_size,first_visit,visit_frequency,visit_motivation,venue,education_program,spending,satisfaction,learning_score,likelihood_return,likelihood_recommend,participated_booth
10524,73,3,no,Monthly,Exhibits,Dinosaurs,Yes,43.19811824131512,5.0,5.0,5.0,5.0,3
10525,36,6,yes,First visit,Special Event,Curiosity Museum,No,22.811341805380668,3.0,4.0,3.0,3.0,2
10526,45,5,yes,Quarterly,Entertainment,Dinosaurs,No,10.082903101852157,5.0,3.0,4.0,5.0,3
10527,72,3,yes,Quarterly,Entertainment,Garden,Yes,0.0,4.0,4.0,3.0,4.0,1
10528,43,2,no,First visit,Entertainment,Garden,Yes,20.90809827247115,4.0,5.0,4.0,3.0,5
10529,54,6,no,Weekly,Exhibits,Dinosaurs,No,27.439856588742934,4.0,4.0,4.0,4.0,1
10530,43,7,no,First visit,Nature,Curiosity Museum,No,5.525227132295341,4.0,3.0,4.0,4.0,5
10531,70,1,yes,First visit,Entertainment,Dinosaurs,Yes,19.36804132707049,5.0,3.0,4.0,5.0,4
10532,40,5,yes,Rarely,Education,Events,Yes,9.54640057627456,4.0,4.0,4.0,4.0,4
10533,26,6,no,Rarely,Entertainment,Farm,Yes,12.23951401201496,4.0,5.0,4.0,3.0,2
10534,29,6,yes,Quarterly,Exhibits,Events,No,0.0,4.0,4.0,4.0,4.0,5
10535,70,7,no,Quarterly,Special Event,Farm,Yes,11.673278944257968,4.0,3.0,5.0,4.0,3
10536,18,5,no,Quarterly,Education,Garden,Yes,29.540539536120814,5.0,3.0,5.0,5.0,5
10537,18,4,no,Quarterly,Entertainment,Curiosity Museum,No,5.528961666501627,3.0,4.0,4.0,3.0,2
10538,64,3,no,First visit,Entertainment,Dinosaurs,No,15.787895523229745,5.0,2.0,5.0,5.0,5
10539,51,3,no,Rarely,Family Time,Curiosity Museum,Yes,3.6607393996211934,4.0,4.0,4.0,4.0,5
10540,49,5,no,First visit,Nature,Dinosaurs,No,20.406625144391594,5.0,3.0,4.0,5.0,5
10541,71,5,no,First visit,Education,Events,No,11.752152036957396,5.0,4.0,4.0,5.0,5
10542,65,3,yes,Quarterly,Family Time,Events,Yes,0.9113768897698976,5.0,3.0,5.0,4.0,4
10543,42,6,no,First visit,Special Event,Dinosaurs,Yes,34.988272014976914,5.0,5.0,5.0,5.0,4
10544,57,5,yes,First visit,Nature,Curiosity Museum,No,28.933980202983225,5.0,3.0,4.0,5.0,5
10545,62,4,yes,First visit,Education,Dinosaurs,Yes,5.926398541077378,4.0,4.0,4.0,4.0,5
10546,70,4,no,Monthly,Entertainment,Garden,No,22.466824641266662,5.0,2.0,5.0,5.0,2
10547,18,4,no,Monthly,Education,Events,No,23.06118004230571,4.0,1.0,4.0,5.0,1
10548,33,3,no,Quarterly,Entertainment,Garden,Yes,24.63451852516764,4.0,4.0,4.0,4.0,3
10549,56,3,no,Monthly,Nature,Events,Yes,0.0,5.0,4.0,5.0,5.0,5
10550,22,1,no,Quarterly,Entertainment,Events,No,30.09909811548942,4.0,2.0,4.0,5.0,4
10551,39,3,yes,Quarterly,Special Event,Farm,No,6.454515556114028,4.0,2.0,4.0,5.0,3
10552,46,4,yes,First visit,Exhibits,Garden,No,9.632580998380996,5.0,4.0,5.0,4.0,4
10553,72,4,no,Quarterly,Entertainment,Garden,No,54.568226283903,3.0,4.0,3.0,3.0,1
10554,20,1,no,Quarterly,Special Event,Farm,Yes,19.528100710815178,5.0,4.0,5.0,5.0,2
10555,29,5,no,Quarterly,Exhibits,Curiosity Museum,No,9.205162868292367,3.0,4.0,3.0,3.0,2
10556,43,3,no,Quarterly,Nature,Garden,No,0.0,4.0,2.0,4.0,4.0,5
10557,33,6,yes,Rarely,Nature,Dinosaurs,No,35.846462009195335,4.0,3.0,4.0,4.0,3
10558,68,7,no,Quarterly,Education,Farm,Yes,0.0,5.0,5.0,5.0,5.0,5
10559,54,3,no,Monthly,Special Event,Garden,Yes,0.0,4.0,4.0,5.0,4.0,4
10560,39,4,yes,Rarely,Special Event,Curiosity Museum,No,10.029715513682262,4.0,3.0,5.0,4.0,4
10561,74,1,no,Quarterly,Family Time,Garden,No,36.24617687550439,4.0,5.0,4.0,3.0,4
10562,46,4,no,Rarely,Family Time,Events,Yes,26.59859979998639,4.0,3.0,4.0,4.0,4
10563,31,5,yes,Quarterly,Exhibits,Dinosaurs,Yes,12.632437352396101,4.0,4.0,4.0,3.0,4
10564,45,3,no,Quarterly,Exhibits,Farm,No,19.624380954582314,4.0,5.0,3.0,5.0,4
10565,22,4,no,First visit,Family Time,Events,No,5.994214606933413,5.0,3.0,5.0,5.0,5
10566,64,3,yes,Quarterly,Exhibits,Curiosity Museum,Yes,17.094805343480264,3.0,4.0,3.0,3.0,1
10567,66,3,no,First visit,Entertainment,Events,Yes,16.10005117167205,5.0,3.0,5.0,5.0,5
10568,47,5,yes,Quarterly,Family Time,Events,Yes,29.531548435220294,4.0,3.0,4.0,4.0,2
10569,63,3,no,Rarely,Special Event,Curiosity Museum,No,29.507671836584244,4.0,4.0,4.0,5.0,5
10570,69,4,no,Quarterly,Entertainment,Events,No,22.40966073308467,5.0,4.0,5.0,5.0,5
10571,22,4,yes,First visit,Exhibits,Farm,No,9.564786636808465,5.0,4.0,5.0,5.0,2
10572,29,7,yes,Quarterly,Nature,Garden,No,26.127334415851898,5.0,4.0,4.0,4.0,5
10573,33,2,no,First visit,Education,Events,Yes,13.6204730069543,4.0,4.0,4.0,3.0,4
10574,43,4,no,Monthly,Family Time,Farm,No,0.0,5.0,4.0,5.0,5.0,2
10575,43,5,no,Monthly,Nature,Garden,No,8.95068312133592,5.0,3.0,5.0,5.0,5
10576,65,4,yes,Weekly,Exhibits,Garden,Yes,16.267904756764867,5.0,5.0,5.0,5.0,4
10577,38,7,no,Quarterly,Special Event,Events,Yes,28.65323675497118,3.0,4.0,4.0,3.0,4
10578,56,5,no,Quarterly,Education,Farm,No,12.247077417642704,5.0,4.0,4.0,4.0,4
10579,53,5,no,First visit,Nature,Events,No,0.0,5.0,4.0,4.0,4.0,4
10580,50,5,yes,First visit,Education,Curiosity Museum,Yes,15.851125249452291,4.0,3.0,5.0,5.0,4
10581,47,7,no,Rarely,Family Time,Garden,No,16.701840600848286,4.0,2.0,4.0,4.0,3
10582,54,6,no,Quarterly,Exhibits,Events,No,17.787564433541295,4.0,3.0,4.0,5.0,3
10583,40,5,no,Monthly,Special Event,Garden,Yes,28.798072739316453,4.0,2.0,4.0,4.0,4
10584,27,5,no,First visit,Exhibits,Farm,Yes,30.283848601348478,4.0,4.0,4.0,4.0,3
10585,71,2,yes,Monthly,Education,Dinosaurs,Yes,6.086836914275001,4.0,4.0,5.0,5.0,4
10586,22,2,no,Quarterly,Nature,Events,No,5.757848129265849,4.0,3.0,3.0,4.0,2
10587,53,4,no,Quarterly,Family Time,Events,Yes,0.0,5.0,3.0,5.0,5.0,5
10588,51,1,yes,First visit,Family Time,Garden,Yes,25.482235054207145,5.0,5.0,5.0,5.0,3
10589,69,4,no,First visit,Exhibits,Farm,No,36.73230162506573,4.0,5.0,4.0,3.0,3
10590,48,3,no,Quarterly,Nature,Curiosity Museum,No,10.27377108136615,4.0,3.0,3.0,5.0,1
10591,27,3,yes,Quarterly,Nature,Farm,Yes,11.378541529125103,4.0,4.0,5.0,4.0,2
10592,36,5,no,First visit,Education,Events,No,37.00173835348465,4.0,3.0,4.0,4.0,4
10593,49,6,no,Quarterly,Exhibits,Curiosity Museum,No,22.583367798225115,4.0,4.0,4.0,4.0,3
10594,18,1,no,Monthly,Exhibits,Farm,No,21.543535572015827,5.0,3.0,5.0,5.0,5
10595,73,4,yes,Quarterly,Entertainment,Dinosaurs,No,0.0,4.0,3.0,4.0,4.0,4
10596,22,6,no,Monthly,Exhibits,Garden,Yes,25.180921039191286,4.0,5.0,4.0,4.0,3
10597,62,1,no,Rarely,Family Time,Farm,No,1.0629548923536265,3.0,5.0,3.0,2.0,1
10598,21,6,yes,First visit,Education,Farm,No,0.0,5.0,2.0,5.0,5.0,5
10599,33,4,no,Quarterly,Nature,Dinosaurs,No,9.798426348499317,3.0,3.0,4.0,3.0,4
10600,41,3,no,Rarely,Exhibits,Events,No,6.213109148269647,4.0,2.0,4.0,4.0,3
10601,33,7,no,First visit,Education,Garden,No,11.67600458422441,5.0,4.0,5.0,5.0,3
10602,72,3,no,First visit,Exhibits,Farm,Yes,0.0,4.0,3.0,4.0,4.0,3
10603,19,5,no,Rarely,Nature,Curiosity Museum,No,29.382244597015088,5.0,2.0,4.0,5.0,4
10604,66,6,no,First visit,Special Event,Farm,No,31.915294417746434,5.0,4.0,5.0,5.0,5
10605,45,1,no,First visit,Nature,Garden,No,0.0,4.0,5.0,4.0,4.0,5
10606,49,5,no,First visit,Nature,Farm,Yes,29.676867084998253,3.0,4.0,2.0,2.0,5
10607,44,7,no,First visit,Nature,Dinosaurs,No,2.8420705526756054,4.0,3.0,4.0,4.0,3
10608,37,2,no,Quarterly,Exhibits,Farm,No,27.85463305474179,3.0,4.0,4.0,3.0,2
10609,41,6,no,Quarterly,Entertainment,Farm,Yes,13.973302610003765,3.0,5.0,4.0,3.0,1
10610,29,4,no,Quarterly,Nature,Curiosity Museum,No,15.431633461214979,4.0,3.0,5.0,3.0,5
10611,67,5,no,First visit,Family Time,Dinosaurs,No,12.22353525868172,5.0,3.0,5.0,5.0,5
10612,52,5,no,First visit,Family Time,Dinosaurs,No,33.181938063502294,5.0,3.0,5.0,5.0,3
10613,50,3,no,Quarterly,Education,Farm,No,0.0,5.0,2.0,5.0,5.0,5
10614,50,6,no,Quarterly,Entertainment,Curiosity Museum,No,24.11760508102513,4.0,3.0,4.0,4.0,4
10615,68,6,yes,Rarely,Education,Farm,Yes,31.519952473343256,3.0,5.0,3.0,3.0,3
10616,60,5,yes,Rarely,Family Time,Farm,No,25.74510120810616,5.0,4.0,5.0,5.0,5
10617,54,5,no,Monthly,Family Time,Garden,No,49.87048371485126,5.0,4.0,5.0,5.0,1
10618,29,5,yes,First visit,Special Event,Garden,No,7.065798559129517,4.0,3.0,4.0,4.0,3
10619,20,4,yes,Rarely,Nature,Curiosity Museum,No,29.359572338902968,3.0,4.0,3.0,4.0,3
10620,18,5,yes,Quarterly,Family Time,Events,No,13.408640469878694,5.0,3.0,5.0,5.0,5
10621,50,4,yes,Rarely,Exhibits,Garden,Yes,33.50109114529004,5.0,4.0,4.0,5.0,2
10622,57,4,yes,First visit,Exhibits,Events,No,14.884665064179458,4.0,3.0,4.0,4.0,5
10623,27,5,no,Rarely,Education,Dinosaurs,Yes,9.181863272062957,5.0,4.0,4.0,5.0,5
10624,60,4,yes,Quarterly,Education,Garden,Yes,34.59108305807444,5.0,4.0,5.0,5.0,4
10625,61,1,no,First visit,Nature,Garden,Yes,7.626570914716051,4.0,4.0,4.0,5.0,3
10626,46,3,no,First visit,Nature,Curiosity Museum,No,0.0,4.0,3.0,4.0,4.0,4
10627,30,4,no,First visit,Special Event,Events,Yes,7.247296752392575,5.0,5.0,5.0,4.0,2
10628,29,5,yes,Quarterly,Entertainment,Garden,Yes,24.285494198827983,4.0,5.0,4.0,3.0,5
10629,48,4,no,First visit,Education,Garden,Yes,35.88058127380637,3.0,4.0,3.0,3.0,1
10630,63,5,no,Weekly,Nature,Curiosity Museum,Yes,16.66694062944768,3.0,4.0,3.0,3.0,3
10631,19,4,no,Rarely,Education,Curiosity Museum,No,34.77295600851038,5.0,3.0,5.0,4.0,3
10632,68,5,no,Weekly,Nature,Events,No,0.0,5.0,3.0,5.0,5.0,4
10633,67,3,no,Monthly,Family Time,Dinosaurs,Yes,8.351048027731457,5.0,4.0,5.0,5.0,5
10634,52,4,yes,Rarely,Education,Dinosaurs,No,10.671373242688482,4.0,2.0,4.0,5.0,2
10635,40,5,no,First visit,Family Time,Farm,No,13.281608587912196,4.0,2.0,4.0,4.0,5
10636,34,6,no,First visit,Education,Garden,No,16.261415823752955,4.0,3.0,4.0,3.0,5
10637,43,4,no,First visit,Entertainment,Events,Yes,25.363664360882893,4.0,4.0,4.0,4.0,5
10638,25,1,no,Quarterly,Special Event,Garden,No,8.327897427442647,3.0,3.0,3.0,2.0,2
10639,46,3,yes,First visit,Exhibits,Events,Yes,17.085430304296885,4.0,5.0,3.0,4.0,5
10640,43,1,no,First visit,Exhibits,Events,Yes,14.323156645139225,5.0,3.0,4.0,5.0,5
10641,27,5,yes,Rarely,Exhibits,Events,Yes,1.1116514416327516,5.0,3.0,5.0,4.0,4
10642,43,3,yes,Monthly,Family Time,Garden,No,13.29499966377847,5.0,4.0,5.0,5.0,5
10643,51,4,yes,First visit,Nature,Curiosity Museum,Yes,12.845107051543227,5.0,4.0,5.0,4.0,5
10644,68,4,yes,First visit,Exhibits,Garden,Yes,12.523791524954309,5.0,5.0,5.0,5.0,5
10645,58,1,no,First visit,Entertainment,Events,Yes,15.47639184872176,5.0,5.0,5.0,5.0,4
10646,24,4,yes,Monthly,Exhibits,Farm,No,16.13510310920079,4.0,3.0,3.0,4.0,2
10647,21,3,yes,Quarterly,Education,Dinosaurs,No,8.515572313390047,5.0,3.0,4.0,5.0,5
10648,70,4,no,First visit,Family Time,Events,Yes,34.09072100956897,4.0,4.0,4.0,4.0,4
10649,67,3,no,First visit,Education,Farm,No,0.0,5.0,2.0,5.0,4.0,3
10650,62,6,no,First visit,Education,Curiosity Museum,No,4.185448372951556,5.0,3.0,5.0,5.0,2
10651,28,3,no,First visit,Education,Events,No,56.69945436335334,4.0,4.0,4.0,4.0,2
10652,46,7,no,Monthly,Special Event,Farm,Yes,0.0,5.0,4.0,5.0,5.0,1
10653,73,4,yes,Quarterly,Special Event,Events,No,0.0,3.0,4.0,3.0,2.0,3
10654,53,6,no,Rarely,Nature,Garden,Yes,26.017151175018267,3.0,3.0,3.0,2.0,2
10655,42,5,no,Monthly,Family Time,Farm,No,0.0,5.0,3.0,5.0,4.0,2
10656,38,5,yes,First visit,Entertainment,Garden,Yes,11.470891350413416,5.0,5.0,5.0,5.0,5
10657,74,5,no,Quarterly,Entertainment,Garden,Yes,47.187373876147326,5.0,3.0,5.0,5.0,5
10658,53,4,yes,Monthly,Entertainment,Farm,Yes,0.0,5.0,4.0,5.0,5.0,5
10659,27,4,yes,Rarely,Education,Dinosaurs,No,0.0,4.0,3.0,4.0,4.0,5
10660,54,4,no,Quarterly,Special Event,Farm,Yes,0.0,4.0,5.0,4.0,5.0,2
10661,26,4,no,First visit,Family Time,Dinosaurs,No,28.475393525204783,4.0,4.0,3.0,5.0,5
10662,41,1,no,First visit,Education,Events,Yes,31.871650799787187,3.0,3.0,3.0,3.0,3
10663,52,4,no,First visit,Special Event,Events,No,7.311168045322367,4.0,2.0,4.0,3.0,0
10664,66,5,yes,Rarely,Special Event,Farm,No,25.248186060016035,5.0,4.0,5.0,5.0,5
10665,52,4,yes,Quarterly,Exhibits,Events,No,35.85382991267984,5.0,3.0,5.0,5.0,4
10666,65,5,no,Monthly,Exhibits,Curiosity Museum,No,41.81019621644738,3.0,3.0,4.0,3.0,4
10667,53,5,no,Quarterly,Family Time,Garden,No,11.304970782302277,4.0,4.0,4.0,3.0,4
10668,35,8,yes,Monthly,Family Time,Garden,Yes,0.0,3.0,4.0,3.0,3.0,2
10669,66,3,no,Quarterly,Family Time,Dinosaurs,No,2.686816163854699,5.0,3.0,5.0,5.0,2
10670,56,4,yes,First visit,Education,Events,Yes,8.597937075971135,4.0,4.0,4.0,4.0,4
10671,49,4,no,Rarely,Nature,Dinosaurs,No,11.115918051324142,4.0,3.0,4.0,4.0,5
10672,41,4,yes,First visit,Family Time,Garden,No,12.182108984869208,5.0,4.0,5.0,5.0,5
10673,40,6,no,Quarterly,Exhibits,Garden,Yes,31.78341896896004,3.0,3.0,3.0,2.0,1
10674,49,3,no,Monthly,Nature,Events,Yes,34.11642640031372,5.0,4.0,5.0,5.0,4
10675,54,5,yes,First visit,Education,Curiosity Museum,No,12.42489519112825,4.0,4.0,5.0,4.0,3
10676,29,4,no,Quarterly,Nature,Curiosity Museum,No,31.477273140777278,4.0,2.0,4.0,4.0,5
10677,66,5,no,Quarterly,Entertainment,Events,No,20.36492049946634,3.0,3.0,4.0,3.0,4
10678,72,5,yes,Quarterly,Nature,Events,No,15.967589592938575,4.0,4.0,4.0,4.0,3
10679,30,4,yes,Rarely,Family Time,Dinosaurs,No,28.598162356649457,4.0,4.0,3.0,4.0,3
10680,40,4,yes,Rarely,Education,Events,No,16.083780723568736,3.0,3.0,2.0,3.0,3
10681,42,4,yes,First visit,Family Time,Curiosity Museum,Yes,45.867167656466435,5.0,3.0,5.0,3.0,2
10682,52,1,no,First visit,Exhibits,Events,Yes,0.0,4.0,5.0,4.0,4.0,1
10683,58,4,no,First visit,Entertainment,Dinosaurs,No,7.272436513619734,4.0,4.0,4.0,4.0,4
10684,47,1,no,Quarterly,Exhibits,Dinosaurs,No,13.102216545690746,5.0,2.0,5.0,5.0,4
10685,34,4,yes,First visit,Family Time,Dinosaurs,No,21.591790356869858,5.0,2.0,4.0,5.0,5
10686,66,4,yes,Monthly,Family Time,Dinosaurs,No,34.019407306546334,3.0,3.0,3.0,2.0,2
10687,37,4,yes,Rarely,Family Time,Farm,Yes,14.63402149145765,4.0,4.0,4.0,5.0,5
10688,65,5,no,Quarterly,Special Event,Events,No,0.0,4.0,3.0,3.0,4.0,1
10689,42,1,no,Rarely,Entertainment,Garden,Yes,27.637708446825066,5.0,4.0,5.0,5.0,3
10690,39,5,yes,Quarterly,Family Time,Events,Yes,26.324381492129465,4.0,3.0,4.0,3.0,3
10691,30,3,no,Monthly,Family Time,Farm,No,0.0,4.0,2.0,5.0,4.0,5
10692,36,4,no,First visit,Exhibits,Dinosaurs,Yes,14.94293799493801,5.0,3.0,5.0,5.0,3
10693,66,6,no,First visit,Exhibits,Farm,No,0.0,4.0,3.0,4.0,4.0,4
10694,53,1,no,Quarterly,Family Time,Curiosity Museum,No,5.030233537469062,5.0,3.0,4.0,5.0,5
10695,29,4,no,First visit,Education,Curiosity Museum,No,1.457866095558003,5.0,2.0,5.0,5.0,5
10696,58,4,no,First visit,Special Event,Events,Yes,27.138970473629787,4.0,2.0,5.0,4.0,5
10697,36,4,no,Rarely,Exhibits,Events,Yes,16.752452612582758,3.0,3.0,2.0,2.0,4
10698,29,3,no,First visit,Education,Garden,Yes,0.0,4.0,5.0,4.0,5.0,3
10699,26,3,yes,Quarterly,Special Event,Garden,No,28.200989444360136,5.0,4.0,5.0,5.0,5
10700,24,6,yes,First visit,Family Time,Curiosity Museum,No,0.0,5.0,4.0,5.0,5.0,5
10701,45,4,yes,Monthly,Entertainment,Dinosaurs,No,19.951706857064156,5.0,3.0,5.0,5.0,5
10702,31,3,no,Quarterly,Nature,Farm,Yes,2.789839960626657,4.0,3.0,4.0,3.0,5
10703,48,4,yes,Quarterly,Nature,Garden,No,9.5148437620422,4.0,4.0,4.0,4.0,2
10704,69,5,no,Quarterly,Family Time,Garden,Yes,22.56406122057576,3.0,4.0,3.0,3.0,0
10705,36,2,no,Monthly,Exhibits,Dinosaurs,Yes,22.821740985892937,4.0,4.0,5.0,5.0,3
10706,64,4,no,First visit,Education,Dinosaurs,No,35.0545361033394,4.0,2.0,4.0,4.0,3
10707,33,4,yes,Monthly,Entertainment,Events,No,13.766194504928201,4.0,3.0,5.0,4.0,5
10708,70,6,no,Quarterly,Special Event,Farm,Yes,19.596762944450116,4.0,4.0,4.0,4.0,2
10709,22,3,no,Quarterly,Family Time,Dinosaurs,Yes,8.43394016393513,4.0,4.0,4.0,4.0,5
10710,52,4,no,Quarterly,Entertainment,Garden,No,17.729848239341965,5.0,4.0,5.0,5.0,5
10711,29,4,yes,First visit,Entertainment,Garden,Yes,21.592290720127675,4.0,4.0,4.0,4.0,3
10712,42,5,no,Rarely,Exhibits,Curiosity Museum,Yes,13.52535228818436,1.0,4.0,1.0,1.0,1
10713,69,4,yes,Quarterly,Special Event,Dinosaurs,No,0.0,4.0,3.0,3.0,4.0,4
10714,38,4,yes,First visit,Entertainment,Events,No,19.97206344496343,4.0,4.0,4.0,4.0,3
10715,53,5,no,Quarterly,Exhibits,Farm,No,20.468422160331855,5.0,3.0,5.0,5.0,5
10716,70,5,no,First visit,Education,Events,No,4.797397854780737,3.0,3.0,3.0,4.0,3
10717,40,4,no,First visit,Exhibits,Garden,No,0.0,5.0,3.0,4.0,5.0,4
10718,33,6,no,First visit,Education,Events,Yes,37.13818725755947,5.0,4.0,5.0,5.0,2
10719,74,4,no,First visit,Education,Garden,No,22.371682663416035,3.0,4.0,3.0,3.0,2
10720,56,4,no,Rarely,Entertainment,Garden,No,11.563784536174353,5.0,3.0,5.0,5.0,5
10721,62,1,yes,First visit,Exhibits,Garden,Yes,0.0,4.0,4.0,5.0,4.0,4
10722,70,7,no,Weekly,Education,Garden,No,2.6727775736798116,4.0,4.0,4.0,4.0,3
10723,59,2,yes,Quarterly,Special Event,Garden,Yes,34.53885595179347,4.0,4.0,5.0,4.0,4
10724,56,3,no,First visit,Entertainment,Curiosity Museum,Yes,17.064929113020693,4.0,3.0,4.0,3.0,4
10725,31,1,no,Quarterly,Exhibits,Events,Yes,6.741193994989405,5.0,5.0,5.0,5.0,5
10726,48,5,yes,Monthly,Exhibits,Curiosity Museum,No,22.64533846836984,5.0,2.0,5.0,4.0,2
10727,22,3,no,Quarterly,Nature,Curiosity Museum,No,2.7840271883051453,5.0,2.0,5.0,5.0,5
10728,52,3,no,First visit,Exhibits,Dinosaurs,No,37.512645454205675,5.0,3.0,5.0,5.0,5
10729,40,1,no,Monthly,Entertainment,Dinosaurs,No,35.292008023450876,3.0,4.0,2.0,3.0,4
10730,46,2,no,Quarterly,Special Event,Dinosaurs,Yes,8.00138893195835,5.0,3.0,5.0,5.0,5
10731,60,4,no,First visit,Exhibits,Farm,Yes,5.569946294537096,5.0,3.0,5.0,5.0,1
10732,28,5,no,First visit,Nature,Dinosaurs,Yes,0.0,4.0,3.0,4.0,4.0,5
10733,35,4,no,Quarterly,Entertainment,Events,Yes,0.0,5.0,3.0,5.0,5.0,3
10734,64,4,no,First visit,Education,Curiosity Museum,Yes,0.0,5.0,5.0,5.0,5.0,5
10735,29,5,no,Quarterly,Family Time,Events,No,17.02785511481079,5.0,4.0,4.0,5.0,2
10736,26,1,yes,Rarely,Family Time,Dinosaurs,No,10.106494433379602,4.0,3.0,4.0,4.0,5
10737,27,3,yes,Monthly,Education,Farm,No,0.0,3.0,3.0,3.0,2.0,2
10738,61,7,no,Quarterly,Exhibits,Farm,Yes,10.78253936303164,4.0,3.0,4.0,4.0,4
10739,34,4,no,First visit,Family Time,Curiosity Museum,No,22.580057214710227,5.0,4.0,5.0,5.0,5
10740,55,3,no,First visit,Family Time,Events,Yes,22.917590248733806,3.0,4.0,4.0,3.0,5
10741,24,4,no,Quarterly,Education,Garden,Yes,0.0,3.0,3.0,3.0,3.0,5
10742,63,3,yes,Quarterly,Exhibits,Events,No,13.076047792742537,5.0,4.0,5.0,5.0,5
10743,30,4,yes,Quarterly,Exhibits,Dinosaurs,No,0.0,4.0,3.0,4.0,4.0,5
10744,57,2,no,First visit,Education,Garden,Yes,28.525930457104106,4.0,4.0,4.0,4.0,3
10745,59,2,yes,First visit,Exhibits,Farm,No,26.76219624530248,5.0,4.0,5.0,5.0,4
10746,26,2,yes,First visit,Exhibits,Curiosity Museum,Yes,1.5295916051331222,4.0,3.0,4.0,4.0,4
10747,67,6,yes,Quarterly,Entertainment,Curiosity Museum,No,3.509321963994002,3.0,3.0,3.0,3.0,4
10748,44,5,no,First visit,Entertainment,Farm,No,8.080994242525392,5.0,3.0,5.0,5.0,2
10749,19,3,no,Rarely,Education,Dinosaurs,No,0.0,4.0,3.0,4.0,5.0,4
10750,22,3,yes,Quarterly,Special Event,Farm,Yes,20.03952260160865,4.0,4.0,4.0,4.0,4
10751,46,5,no,Monthly,Family Time,Dinosaurs,Yes,10.907331804898037,5.0,5.0,4.0,5.0,5
10752,54,3,no,First visit,Entertainment,Garden,No,29.55262623851789,4.0,3.0,4.0,4.0,5
10753,55,3,no,First visit,Family Time,Farm,No,0.0,5.0,2.0,5.0,5.0,5
10754,36,7,yes,Quarterly,Nature,Dinosaurs,Yes,5.713155776251026,5.0,2.0,4.0,5.0,4
10755,25,3,no,Quarterly,Education,Garden,No,0.0,5.0,3.0,4.0,5.0,5
10756,65,5,no,First visit,Special Event,Farm,No,0.0,5.0,3.0,5.0,5.0,5
10757,62,7,no,Monthly,Nature,Curiosity Museum,No,0.0,5.0,3.0,5.0,4.0,4
10758,18,4,no,Quarterly,Nature,Farm,No,29.93960518269668,3.0,3.0,2.0,3.0,5
10759,39,1,yes,First visit,Exhibits,Events,No,4.5260722687291155,5.0,2.0,5.0,5.0,5
10760,69,3,no,First visit,Nature,Farm,No,16.8626352711692,4.0,2.0,3.0,3.0,5
10761,34,6,no,Rarely,Education,Events,No,9.288548942072934,5.0,3.0,5.0,5.0,5
10762,24,6,yes,Quarterly,Entertainment,Garden,Yes,0.0,4.0,4.0,4.0,4.0,1
10763,42,5,no,First visit,Education,Farm,Yes,12.47549365242536,4.0,3.0,4.0,4.0,3
10764,62,2,yes,Quarterly,Entertainment,Garden,Yes,23.98654997795392,5.0,2.0,5.0,4.0,5
10765,21,5,no,Quarterly,Nature,Garden,No,0.0,5.0,4.0,4.0,5.0,5
10766,53,6,no,First visit,Nature,Dinosaurs,Yes,27.136691860970682,4.0,5.0,4.0,5.0,1
10767,23,5,no,Quarterly,Special Event,Garden,No,2.2541861778345558,4.0,3.0,4.0,4.0,5
10768,48,6,no,Monthly,Entertainment,Garden,Yes,7.755241108907389,4.0,3.0,5.0,4.0,2
10769,36,6,no,First visit,Nature,Farm,Yes,22.960246845150717,5.0,4.0,5.0,5.0,5
10770,61,5,no,First visit,Exhibits,Farm,No,5.04845764170768,4.0,2.0,4.0,5.0,1
10771,71,4,no,Rarely,Family Time,Curiosity Museum,Yes,15.563622890037983,5.0,5.0,5.0,5.0,2
10772,56,3,no,Monthly,Special Event,Dinosaurs,Yes,10.279637568178613,3.0,4.0,3.0,3.0,5
10773,44,3,no,Weekly,Education,Garden,Yes,16.94052010055728,5.0,2.0,5.0,5.0,4
10774,27,5,yes,Rarely,Special Event,Dinosaurs,No,0.0,4.0,3.0,4.0,4.0,1
10775,43,3,no,Quarterly,Family Time,Events,No,0.0,4.0,4.0,4.0,4.0,3
10776,36,6,no,Rarely,Entertainment,Garden,No,24.239505090702572,4.0,3.0,4.0,4.0,3
10777,56,8,yes,Rarely,Education,Dinosaurs,No,30.557721084735753,4.0,3.0,4.0,5.0,2
10778,20,5,no,First visit,Education,Curiosity Museum,No,1.3426994470271807,1.0,2.0,1.0,1.0,2
10779,62,1,no,First visit,Entertainment,Curiosity Museum,Yes,11.339574717432985,4.0,4.0,4.0,4.0,5
10780,30,3,yes,First visit,Special Event,Garden,Yes,19.420788793534523,4.0,3.0,3.0,4.0,5
10781,67,2,no,Quarterly,Nature,Events,No,25.39826402488056,5.0,1.0,5.0,5.0,5
10782,45,5,no,First visit,Special Event,Curiosity Museum,Yes,0.0,4.0,4.0,3.0,4.0,4
10783,37,5,no,Monthly,Family Time,Curiosity Museum,Yes,1.7093962953243431,5.0,5.0,5.0,5.0,5
10784,45,6,yes,First visit,Exhibits,Events,No,10.011309302251876,5.0,3.0,5.0,5.0,5
10785,25,4,yes,First visit,Nature,Dinosaurs,No,25.547102958540737,5.0,5.0,5.0,5.0,3
10786,58,6,no,Rarely,Special Event,Curiosity Museum,Yes,52.476457255822424,5.0,4.0,5.0,5.0,4
10787,56,6,no,Quarterly,Exhibits,Farm,Yes,11.579914097854232,4.0,4.0,4.0,4.0,2
